type,aid,timestamp,status,distance_m,azimuth_deg,elevation_deg,los
anchor,2,20.871,2,0.0,,,
ios,3,20.88,,5.407610893249512,-82,117,0
anchor,0,20.902,0,2.256,,,
ios,0,20.913,,2.2562379837036133,38,136,1
anchor,1,20.967,2,0.0,,,
anchor,3,20.986,0,5.483,,,
ios,3,20.992,,5.452817916870117,-82,117,0
anchor,2,21.033,2,0.0,,,
anchor,0,21.064,0,2.152,,,
ios,0,21.074,,2.1956088542938232,38,136,0
anchor,3,21.166,3,0.0,,,
anchor,1,21.175,0,4.469,,,
ios,1,21.18,,4.46420955657959,-62,132,1
anchor,2,21.204,2,0.0,,,
anchor,0,21.227,0,2.227,,,
ios,0,21.241,,2.228057622909546,35,133,1
anchor,3,21.346,3,0.0,,,
ios,3,21.35,,5.527500629425049,-82,117,0
anchor,2,21.357,2,0.0,,,
anchor,1,21.372,0,4.465,,,
ios,1,21.383,,4.460911750793457,-62,136,1
anchor,0,21.389,0,2.195,,,
ios,0,21.451,,2.195080280303955,33,135,1
anchor,3,21.517,2,0.0,,,
anchor,2,21.528,2,0.0,,,
anchor,0,21.551,0,2.209,,,
ios,0,21.562,,2.209470510482788,29,133,1
anchor,1,21.571,0,4.451,,,
ios,1,21.612,,4.446821689605713,-66,132,1
anchor,2,21.682,2,0.0,,,
anchor,0,21.704,2,0.0,,,
anchor,3,21.707,3,0.0,,,
ios,3,21.742,,5.505533695220947,-82,117,0
anchor,1,21.769,0,4.418,,,
ios,1,21.783,,4.416242599487305,-65,128,1
anchor,2,21.853,2,0.0,,,
anchor,0,21.876,0,2.096,,,
anchor,3,21.877,2,0.0,,,
ios,0,21.891,,2.094050407409668,36,130,1
anchor,1,21.968,0,4.352,,,
ios,1,21.984,,4.348789215087891,-50,122,1
anchor,2,22.015,3,0.0,,,
ios,2,22.022,,3.0993988513946533,0,141,0
anchor,0,22.038,0,2.138,,,
anchor,3,22.067,0,5.497,,,
ios,0,22.109,,2.1363210678100586,38,121,1
ios,3,22.109,,5.49665641784668,-82,117,0
anchor,1,22.166,0,4.211,,,
anchor,2,22.168,2,0.0,,,
ios,1,22.182,,4.209985256195068,-22,120,1
anchor,0,22.2,0,2.368,,,
ios,0,22.209,,2.366861343383789,60,128,1
anchor,3,22.247,0,6.003,,,
ios,3,22.264,,5.823777675628662,-82,117,0
anchor,2,22.34,3,0.0,,,
ios,2,22.353,,4.430853843688965,0,141,0
anchor,1,22.354,2,0.0,,,
anchor,0,22.362,0,2.429,,,
anchor,3,22.428,0,6.453,,,
ios,0,22.429,,2.4289186000823975,80,140,1
anchor,2,22.502,0,4.573,,,
ios,3,22.51,,6.222420692443848,-82,117,0
ios,2,22.51,,4.524096965789795,0,141,0
anchor,0,22.525,0,2.523,,,
ios,0,22.528,,2.466320037841797,80,140,0
